"PolicyID","Exposure","CarAge","Density","ClaimAmount"
"3088516",0.41,0,222,410.58
"3088532",0.43,1,1313,1204
"3088594",1,1,22,1204
"3088681",0.73,0,138,100
"3088758",0.06,0,48,182.84
"3088814",0.82,0,393,10495.12
"3088867",1,1,10,1204
"3088871",0.44,1,15,1825
"3088885",0.00273972602739726,0,19,1204
"3088920",1,0,213,852.5
"3088938",1,1,63,793.39
"3088949",1,1,25,1204
"3088999",0.49,0,1408,3220.88
"3089001",0.21,0,64,4707.86
"3089093",1,0,1408,1204
"3089228",1,0,1408,2704
"3089244",1,0,39,115.8
"3089342",1,1,85,1204
"3089376",0.14,1,85,1317.95
"3089377",0.85,1,85,1204
"3089384",0.83,0,484,675.39
"3089398",0.95,1,116,136.21
"3089503",0.2,1,16,473.93
"3089507",0.2,0,1313,1073.99
"3089575",1,1,203,602
"3089595",1,0,22821,1204
"3089663",1,1,33,1204
"3089738",0.32,0,22,1584.42
"3089832",1,1,42,1204
"3089858",0.92,1,31,1204
"3089880",0.55,1,33,1204
"3089896",0.29,1,16,1204
"3090042",1,0,1182,495.58
"3090146",1,1,2252,1204
"3090146",1,1,2252,1204
"3090146",1,1,2252,823.02
"3090153",0.79,0,2252,1204
"3090176",0.03,1,181,1204
"3090252",1,1,229,200
"3090296",1,1,94,1204
"3090339",1,0,399,1717.99
"3090353",1,0,2252,1204
"3090450",0.92,1,1847,1204
"3090460",1,1,579,1204
"3090522",1,1,1326,602
"3090560",1,0,186,1147.47
"3090570",1,0,381,2204
"3090578",1,0,197,9.75
"3090687",1,1,4762,1204
"3090789",1,0,115,1204
"3090803",1,0,930,1204
"3090859",0.32,0,98,1204
"3090860",0.67,0,98,1204
"3090906",0.83,0,5328,4705.13
"3090924",0.86,1,2885,1443.88
"3090933",0.57,0,432,1147.05
"3091037",1,1,1535,75.11
"3091115",1,0,1287,1926.3
"3091377",1,1,747,733.18
"3091377",1,1,747,1204
"3091401",1,0,1445,1204
"3091415",1,0,3021,1204
"3091569",1,1,1982,1204
"3091604",1,1,1729,1204
"3091606",1,1,1729,1204
"3091655",0.79,0,122,1204
"3091691",0.75,0,3688,533.3
"3091694",0.38,1,3688,1204
"3091747",1,1,237,1204
"3091757",1,0,484,1204
"3091925",1,1,80,250
"3092008",0.47,0,84,7564.91
"3092078",0.3,1,46,10653
"3092208",0.5,0,1313,16.92
"3092238",0.78,1,79,483.61
"3092337",1,1,1313,1204
"3092450",1,0,1232,1204
"3092476",0.49,0,69,1204
"3092478",1,0,1629,76.54
"3092513",1,1,57,1204
"3092546",0.51,1,147,3265.61
"3092548",1,1,17,1204
"3092652",0.67,1,57,907.67
"3092659",1,1,20,602
"3092670",1,0,27,1204
"3092762",1,0,10155,1204
"3092797",1,1,2620,1204
"3092836",1,0,1158,1204
"3092921",1,0,3386,1204
"3092970",0.22,1,713,2613.81
"3093184",1,1,160,1204
"3093229",0.9,1,2694,1204
"3093268",1,0,110,1204
"3093391",1,0,2694,3204
"3093422",0.56,1,803,1204
"3093436",0.86,1,270,1231.39
"3093653",1,0,153,88.83
"3093680",1,1,562,2204
"3093701",0.04,1,2103,530.63
"3093713",1,1,171,89.91
"3093717",1,0,4436,1204
"3093759",0.27,0,25,17232.93
"3093802",1,0,71,1204
"3093804",0.71,0,116,1204
"3093818",1,1,1192,2204
"3093843",0.4,1,1192,3180.91
"3093847",1,0,722,239.45
"3093892",0.78,1,71,1204
"3093908",0.16,1,59,1587.65
"3093922",0.51,0,5763,1000
"3093946",0.24,1,95,2527.32
"3093985",0.06,1,983,1147.02
"3094017",1,0,983,1204
"3094178",1,0,392,1204
"3094188",0.92,1,745,1204
"3094251",1,0,741,1204
"3094257",0.56,0,776,305.66
"3094339",1,0,48,1204
"3094355",0.72,0,12,1688.71
"3094435",0.36,0,23,801
"3094531",0.76,1,1704,35.46
"3094554",0.7,0,1704,1204
"3094691",0.28,1,50,1204
"3094855",0.55,0,154,3053.82
"3094864",1,1,222,602
"3094885",0.87,0,73,1142.39
"3094945",0.88,1,4116,1204
"3094947",0.66,1,27000,610
"3095156",0.74,0,18,1204
"3095292",0.72,0,581,1204
"3095303",0.67,0,562,1204
"3095325",0.56,0,30,944.89
"3095402",0.83,1,747,1204
"3095435",0.22,0,45,2400
"3095485",0.24,0,53,139.48
"3095524",0.67,0,3274,1204
"3095564",1,0,747,541.46
"3095579",1,0,485,1380.65
"3095666",1,0,1753,32155.81
"3095689",1,1,904,1204
"3095724",1,0,266,1204
"3095759",0.87,1,27,1205.13
"3095810",1,0,813,1204
"3095815",1,1,199,1204
"3095844",1,0,1753,1280.01
"3095856",0.9,1,1753,1204
"30959",1,0,1313,1128.12
"3095938",1,1,582,2713.52
"3095947",1,0,298,1204
"3096142",0.7,1,33,849.7
"3096228",0.93,1,741,1308
"3096255",0.54,1,45,1121.46
"3096267",0.8,1,1313,1179.05
"3096468",0.56,1,33,1204
"3096482",1,0,91,1204
"3096555",0.06,0,142,1204
"3096593",1,0,1326,2246.49
"3096645",0.46,0,8455,2014.8
"3096810",1,0,117,1204
"3096839",1,0,1601,1204
"3096887",1,1,1501,1204
"3096912",1,0,93,2918.55
"3096925",0.96,0,153,1204
"3096955",0.98,0,1343,66.37
"3097005",1,0,3430,1204
"3097026",0.9,0,176,1013.58
"3097036",0.91,1,2733,1204
"3097059",0.57,0,4762,1204
"3097066",1,0,4762,78104.83
"3097099",1,0,4762,1204
"3097195",1,0,2606,1204
"3097214",1,1,1466,7777
"3097248",1,0,413,772.03
"3097250",1,0,357,1204
"3097252",1,0,1466,1204
"3097300",1,0,1445,1204
"3097307",1,0,1227,1204
"3097337",1,0,8549,317.24
"3097411",0.36,0,103,60.52
"3097436",0.67,0,1006,701.44
"3097456",1,0,1323,836.89
"3097512",1,0,1323,36.38
"3097543",0.54,1,578,1096.97
"3097553",0.74,1,1871,1204
"3097612",1,1,38,1204
"3097641",1,0,2362,602
"3097711",1,0,4998,1204
"3097803",1,0,91,1204
"3097934",0.29,0,72,948.88
"3097984",1,0,18,1204
"3098141",0.75,0,18,1204
"3098150",0.1,1,27,1204
"3098186",0.41,1,27,1204
"3098358",1,0,298,1204
"3098369",1,0,839,1204
"3098429",1,0,9307,1204
"3098497",1,0,8549,1204
"3098499",1,1,2586,1204
"3098525",0.48,1,56,1204
"3098535",1,0,4087,1204
"3098564",1,0,54,1204
"3098731",1,0,32,78.15
"3098786",1,0,1490,2957.6
"3098801",1,0,2039,1204
"3098807",1,1,817,1204
"3098823",0.67,1,65,181.43
"3098934",1,0,9,1204
"3099191",0.5,0,222,1204
"3099301",0.76,0,45,1204
"3099378",1,0,96,1204
"3099439",1,0,856,1204
"3099495",1,1,856,2486.55
"3099589",1,0,388,1204
"3099755",1,1,229,1204
"3099902",1,0,94,76.01
"3099937",1,0,1313,239.58
"3100010",1,0,26,1204
"3100030",1,1,56,1204
"3100258",0.16,1,136,1204
"3100282",0.12,0,2624,602
"3100317",1,1,17,1204
"3100420",0.96,0,115,1204
"3100598",0.39,0,57,1204
"3100634",1,0,57,1204
"3100634",1,0,57,1204
"3100684",1,1,2715,1204
"3100689",0.74,0,27000,1512.17
"3100698",1,1,57,1204
"3100736",1,0,251,1204
"3100736",1,0,251,85
"3100799",1,0,226,241.01
"3100934",1,0,1110,274.89
"3100962",1,1,1110,115.85
"3101077",1,0,1054,1204
"3101081",0.04,0,1054,1536.86
"3101086",0.93,1,52,1204
"3101114",1,1,13,1204
"3101135",1,1,1054,1204
"3101142",1,1,1054,602
"3101230",1,1,1054,1204
"31013",1,1,57,1128.12
"3101321",1,0,508,1204
"3101371",1,0,242,152.45
"3101393",1,1,242,872
"3101535",1,1,3744,1204
"3101563",0.38,0,2227,1439
"3101589",0.78,0,3744,602
"3101622",0.91,1,9307,1204
"3101665",1,1,9307,76.5
"3101713",0.31,0,9307,602
"3101715",1,0,9307,2446.07
"3101736",1,0,480,723.66
"3101759",1,1,141,1204
"3101761",0.48,0,1445,341.01
"3101803",1,1,4348,419
"3101807",1,0,1535,737.6
"3101844",1,1,4253,555.83
"3101988",0.45,1,36,1204
"3102042",1,0,262,1204
"3102162",1,0,644,1204
"3102174",1,0,16,1204
"31022",0.07,0,86,1433.02
"3102330",1,1,804,602
"3102362",1,0,107,1204
"3102417",1,0,653,1709.72
"3102505",1,0,140,1501.03
"3102534",1,0,653,3852.07
"3102541",1,0,161,1204
"3102612",1,0,242,1799.32
"3102682",0.62,0,3564,455.61
"3102717",0.55,0,3386,1484.49
"3102777",0.59,1,1129,50.69
"3102829",0.24,1,2526,1204
"3102852",1,0,1329,1305.06
"3102872",0.13,1,488,214.2
"3102892",0.93,0,2411,1204
"3102947",0.23,0,101,3439.51
"3102964",0.53,1,1329,126.84
"3102988",1,1,14,1204
"3103039",1,0,26,1204
"3103042",0.77,1,91,1204
"3103093",0.1,0,63,1315.45
"3103094",0.6,0,63,1744.99
"3103182",0.41,1,8,1204
"3103183",0.58,1,8,1204
"3103301",1,0,405,1204
"3103301",1,0,405,1204
"3103312",1,1,124,293.4
"3103314",1,0,124,2119.11
"3103319",1,1,20,209695.87
"3103370",0.88,0,626,720.06
"3103378",1,1,405,22.09
"3103459",1,0,320,146.24
"3103475",1,0,118,1204
"3103512",1,0,5449,602
"3103512",1,0,5449,1109.52
"3103544",0.77,0,316,1204
"3103555",1,0,1328,179.46
"3103562",0.74,0,1328,1204
"3103593",0.33,1,5449,1204
"3103636",0.24,1,1011,1204
"3103636",0.24,1,1011,288.38
"3103687",0.36,1,93,761.72
"3103700",0.96,1,831,485.23
"3103704",0.73,1,831,422.78
"3103724",0.48,1,831,2204
"3103727",0.43,0,831,2204
"3103730",0.46,1,831,1204
"3103804",1,1,745,287.22
"3103917",0.79,1,8549,1446.64
"3103937",1,0,182,3928.94
"3103937",1,0,182,1204
"3103954",1,1,1719,4637.74
"3103999",1,0,263,482.23
"3104068",0.37,1,745,1204
"3104225",1,0,31,1204
"3104335",0.66,1,617,1204
"3104352",1,1,139,2115
"3104362",0.49,0,19,1204
"3104408",0.41,0,149,1204
"3104575",0.31,1,105,1012.01
"3104616",0.93,1,238,1204
"3104624",0.21,1,153,1260.2
"3104724",0.75,1,93,2204
"3104752",0.28,0,562,9924.28
"3104808",0.86,0,227,3204
"3104812",0.95,0,2694,602
"3104822",0.66,0,71,1204
"3104825",1,1,136,1204
"3104899",0.77,0,2790,2155.59
"3104950",1,0,4116,602
"3105074",1,1,11,1204
"3105078",0.83,0,14,79.29
"3105129",0.41,0,182,1204
"3105254",1,0,9,1204
"3105294",1,0,478,2865.56
"3105518",1,1,3317,1369.54
"3105534",1,0,3317,1204
"3105538",0.08,0,209,2704
"3105584",1,0,3317,602
"3105599",1,0,3317,2602
"3105657",1,1,3317,1204
"3105672",1,0,6485,1204
"3105745",0.88,1,38,1204
"3105775",1,1,1609,602
"3105775",1,1,1609,602
"3105789",0.68,0,27,65100
"3105791",0.17,1,1609,1204
"3106068",1,1,783,1204
"3106136",0.05,1,368,76
"3106166",1,0,617,3204
"3106168",0.75,0,269,1204
"3106172",1,0,1386,1204
"3106222",1,1,3095,364.14
"3106268",0.49,0,1182,1766.32
"3106356",0.54,0,3457,2947.39
"3106360",1,0,481,6126.11
"3106365",0.99,0,8455,624.86
"3106405",1,1,3457,1716.36
"3106442",0.74,0,133,3674.25
"3106500",0.61,0,3021,1204
"3106522",1,1,3021,1204
"3106541",1,1,1232,74.5
"3106656",1,1,3021,2864.38
"3106660",0.25,0,3021,1204
"3106818",0.58,0,74,1204
"3106823",1,0,4762,87
"3106963",1,1,124,1204
"3107031",0.24,0,3075,8590.75
"3107042",0.67,1,238,1204
"3107053",0.32,1,19,3204
"3107071",0.59,0,238,961.08
"3107271",1,0,26,1813.89
"3107285",1,0,10,932.88
"31073",1,0,1974,1374.08
"3107333",0.44,0,170,296.05
"3107411",0.9,0,11,3294.08
"3107508",1,0,133,82.23
"3107516",1,0,133,1204
"3107570",1,0,57,1204
"3107650",0.65,0,598,687.18
"3107727",0.9,1,562,347.33
"3107748",1,1,138,1204
"3107762",1,0,122,1204
"3107782",0.82,0,2694,1204
"3107845",0.16,0,578,7598
"3107952",0.51,0,27000,1027.24
"3107956",1,0,122,1204
"3107959",0.03,0,213,17973.55
"3107985",0.76,0,570,602
"3108011",0.89,1,886,70.38
"3108026",0.76,1,562,1214
"3108108",1,0,295,1204
"3108167",1,1,376,1204
"3108268",0.42,1,399,1204
"3108327",1,1,295,2615.89
"3108327",1,1,295,1204
"3108440",0.76,0,399,5.4
"3108483",0.49,1,1054,1204
"3108550",0.36,1,295,1204
"3108618",0.9,0,4579,899.03
"3108619",0.09,0,4579,1204
"3108623",1,0,4579,83.08
"3108625",1,1,4762,1204
"3108632",1,0,4762,11877.08
"3108640",1,0,2216,200.55
"3108642",1,0,433,1204
"3108745",0.68,1,1064,1204
"3108798",1,0,8915,76.01
"3108812",0.49,0,27000,94.58
"3108842",0.3,0,27000,373.39
"3108849",1,0,27000,1204
"3108922",0.94,1,1064,1204
"3109063",1,0,105,1204
"3109063",1,0,105,917.66
"3109076",1,0,83,77.99
"3109110",0.91,0,3238,471.33
"3109122",1,1,20,492.75
"31092",1,0,21,4272.37
"3109251",1,1,1182,1204
"3109279",1,0,8455,1204
"3109295",1,0,2105,157.61
"3109425",1,0,625,900.36
"3109443",0.67,0,3963,3388.31
"3109494",1,0,625,77.74
"3109494",1,0,625,414.54
"3109537",1,0,105,420
"3109602",0.75,1,3021,1204
"3109660",0.00821917808219178,1,65,78
"3109696",0.91,1,94,1204
"3109729",1,0,33,48.99
"3109747",1,0,30,7.06
"3109794",1,0,3744,504.54
"3109887",1,0,3744,1204
"3109923",1,0,2715,2000
"3110051",0.24,1,282,1204
"3110161",0.08,0,67,821.33
"3110217",0.4,1,43,1204
"3110331",0.14,1,1064,555.13
"3110369",0.64,0,4116,1204
"3110491",0.75,0,149,92.62
"3110548",1,0,164,1204
"3110581",0.53,0,1313,1967.88
"3110587",1,0,2308,1204
"31106",0.1,1,435,1128.12
"3110670",1,0,1313,5152
"3110740",1,1,1313,1204
"3110747",1,0,182,1204
"3110805",0.75,1,27000,1913.01
"3110870",1,0,3214,1204
"3110886",1,0,27000,150
"3110906",1,1,214,126.85
"3110941",0.53,1,614,1741.55
"3111085",0.26,0,50,168.09
"3111088",1,0,6,1204
"3111156",0.16,0,104,1204
"3111278",0.91,1,54,602
"3111295",1,0,51,1204
"3111377",1,0,3688,705.53
"3111470",1,1,3688,1204
"3111476",1,0,114,597.07
"3111551",1,0,67,1204
"3111574",1,0,159,190.63
"3111594",0.38,0,1284,8750.2
"3111599",0.66,0,1284,760.32
"3111635",1,0,1284,1597.19
"3111708",1,0,625,86.68
"3111786",0.78,1,105,1975.17
"3111882",1,1,741,723.6
"3112026",0.86,0,34,1204
"3112027",0.13,0,34,80.5
"3112051",0.8,0,1313,1204
"3112068",1,1,214,602
"3112270",1,0,119,90.68
"3112361",1,0,912,1204
"3112459",1,1,4128,1204
"3112514",0.91,1,27,1204
"3112521",0.71,0,79,1204
"3112556",1,0,39,3006.31
"3112586",0.66,0,1448,1204
"3112601",1,0,166,1204
"3112608",1,0,1326,76.01
"3112656",1,1,11,1182.67
"3112717",0.54,0,46,1204
"3112741",0.42,0,1448,1204
"3112745",0.8,0,1326,1204
"3112823",1,0,27000,86.83
"3112831",1,0,4939,740.36
"3112858",0.46,0,3184,3088.98
"3112890",0.46,0,203,1314.54
"3112899",1,1,7187,1204
"3112932",1,0,9422,1204
"3112932",1,0,9422,1280.01
"3112955",0.83,0,3963,1735.49
"3113018",1,0,83,1346.56
"3113077",0.36,0,663,4327.48
"3113080",0.7,0,3095,1204
"3113156",1,0,155,283.54
"3113354",0.1,1,27000,2100
"3113373",0.79,1,133,1204
"31134",0.42,0,1974,15316.87
"3113447",0.83,0,29,1400.65
"3113734",1,0,3744,673.12
"3113745",1,0,3744,1000
"3113864",1,1,3744,115.35
"3113985",1,0,83,989.39
"3114058",0.83,0,490,1241.74
"3114068",0.75,1,105,2204
"3114114",0.74,1,40,602
"3114120",1,0,105,602
"3114270",0.16,0,105,1204
"3114332",1,0,473,602
"3114377",0.58,1,473,1204
"3114420",0.76,0,4579,173.49
"3114440",0.15,1,4762,541.37
"3114454",0.47,1,1250,1200
"3114460",0.51,1,2733,732.59
"3114472",1,0,611,3204
"3114474",1,0,1316,177.5
"3114474",1,0,1316,1204
"3114476",1,0,123,1126.48
"3114490",0.6,0,4762,1650.24
"3114505",0.86,0,528,1204
"3114510",0.63,0,4579,420.43
"3114521",0.36,0,2674,1204
"3114605",0.72,0,9307,1204
"3114650",1,1,9307,1204
"3114687",1,0,1732,1090.89
"3114735",1,0,3457,820.28
"3114746",1,0,306,1996.15
"3114748",0.47,1,3859,1204
"3114770",0.49,1,374,1204
"3114873",0.01,1,2074,6926.33
"3114973",0.58,1,8455,602
"3115001",0.57,0,2074,33.38
"3115004",1,0,1228,510.67
"3115032",0.8,0,8455,85.51
"3115062",0.55,1,168,1557.16
"3115137",0.51,0,8455,1204
"3115149",0.73,0,1228,866.75
"3115402",0.91,0,269,523.96
"3115444",0.58,1,80,8208.98
"3115487",0.67,1,436,1204
"3115549",0.02,1,269,1204
"3115611",0.84,1,634,1204
"3115657",0.58,1,54,4365.84
"3115683",1,0,634,71.76
"3115692",0.97,1,50,152.45
"3115872",0.57,1,64,1500.7
"3115911",1,1,422,1265.87
"3115924",1,0,64,1204
"3115965",1,0,542,845.06
"31160",1,0,435,243.52
"3116021",0.19,0,884,80.99
"3116118",0.99,0,8455,76.01
"3116166",0.52,0,398,1768.47
"3116297",0.49,0,9307,2408
"3116356",0.94,1,46,1204
"3116388",1,0,4348,1204
"3116408",1,0,3857,860.93
"3116496",1,0,813,1204
"3116502",1,0,2257,34.05
"31166",1,0,1974,2814.71
"3116611",1,1,155,1204
"3116663",0.18,0,155,200
"3116668",1,0,30,120.38
"3116763",0.67,0,548,4981.58
"3117015",1,0,1313,1204
"3117042",0.58,0,614,1204
"3117050",1,0,537,1204
"3117093",0.54,1,1601,1204
"3117111",1,0,1601,1278
"3117224",1,0,2951,1204
"3117232",0.25,1,213,1391.71
"3117273",0.55,0,6465,602
"3117321",0.08,1,399,1204
"3117351",1,0,295,77.37
"3117417",0.61,1,1054,1204
"3117441",0.58,0,1054,70.2
"3117559",0.11,1,9,1204
"3117629",1,1,44,1204
"3117670",0.87,1,44,1204
"3117709",0.83,1,44,1204
"3117713",1,1,233,749.84
"3117730",1,0,24,2108.86
"3117813",1,0,405,210.74
"3117868",1,1,64,7662.03
"3118045",0.4,1,186,643.6
"3118098",0.83,1,1889,931.55
"3118189",0.00821917808219178,0,109,1053.88
"31182",0.93,1,798,1128.12
"3118222",0.61,1,19,1204
"3118322",0.93,0,89,407.42
"3118342",0.3,1,1219,1204
"3118344",0.71,0,448,3204
"3118350",0.64,0,1068,4349.47
"3118368",0.46,0,163,2067.05
"3118413",1,0,942,661.39
"3118427",1,1,298,602
"3118487",0.19,1,27000,57.74
"3118491",1,1,68,1204
"3118521",0.32,0,106,1963.93
"3118576",0.65,0,178,1204
"3118606",0.25,0,779,3360.78
"3118662",1,0,215,5841.34
"3118704",0.25,0,1526,2071.04
"3118802",1,1,3744,267.24
"3118830",1,0,3744,602
"3118844",1,0,2715,1992.47
"3118889",0.79,0,2715,538.43
"3118939",0.24,0,68,5911.31
"3119039",0.18,0,3386,3882.42
"3119188",1,0,23,1204
"3119208",1,1,21,5314.01
"31194",1,0,1974,2589.5
"3119464",0.62,1,1314,1204
"3119498",0.26,0,1314,1204
"3119501",0.24,1,1314,602
"3119546",0.54,1,3368,1204
"3119570",1,1,65,1204
"3119732",0.75,1,60,2704
"3119884",1,0,1408,88.87
"3119921",0.24,1,1408,1540.17
"3119935",0.88,0,1408,325.36
"3119935",0.88,0,1408,229.31
"3119970",0.47,0,1408,62.35
"3120049",1,1,1408,416.95
"3120077",1,0,498,1204
"3120081",1,1,93,1.74
"3120092",1,1,1408,1204
"3120110",0.64,1,1408,1204
"3120199",0.89,0,685,1204
"3120215",1,1,6570,1204
"3120226",0.69,0,2620,1204
"3120322",1,0,91,625.33
"3120378",1,0,106,1204
"3120394",1,0,32,2228.44
"3120422",0.36,1,11,1204
"3120436",1,0,106,861.98
"3120443",0.54,0,31,1204
"3120562",0.89,0,214,1204
"3120710",0.26,0,125,150.62
"3120716",1,1,109,1204
"3120776",0.58,0,124,1204
"3120862",1,1,741,1204
"3120912",0.24,0,16,602
"3120970",0.29,0,138,1204
"3121043",0.44,0,741,1204
"3121212",0.73,0,741,351.38
"3121242",0.25,0,1622,1204
"3121257",1,0,158,2474.74
"3121320",1,1,5449,1204
"3121345",0.03,0,5449,1204
"3121395",1,0,382,2315.25
"3121434",1,0,745,80.92
"3121447",1,1,263,2602.76
"3121451",1,1,5449,1204
"3121504",0.83,0,125,60.76
"3121556",0.68,1,2951,419
"3121610",0.45,1,473,3272.38
"3121627",1,0,3386,800.57
"3121682",0.3,1,3317,1150.97
"3121832",0.59,0,134,1204
"3121844",1,0,28,70
"3121879",0.42,0,71,576.36
"3121947",0.3,0,4762,11.01
"3122016",0.91,0,9307,774411.5
"3122044",1,0,9307,1204
"3122081",0.59,0,779,1204
"3122146",0.38,0,8549,75.98
"3122211",0.41,1,1943,80.96
"3122294",0.95,1,57,360.5
"3122309",1,1,57,1204
"3122337",0.19,0,182,737.63
"3122606",1,1,1054,1204
"3122723",1,0,66,1204
"3122778",0.01,0,484,1204
"3122817",1,0,713,1204
"3122846",0.62,1,66,1204
"3123072",0.67,0,335,78.93
"3123082",1,0,292,333.88
"3123082",1,0,292,602
"3123203",0.31,0,10008,1204
"3123274",0.34,0,27000,1204
"3123309",0.91,1,405,2792.83
"3123322",0.69,1,32,220.27
"3123380",0.8,0,405,1204
"3123415",1,1,4496,1204
"3123422",0.92,0,6736,81.3
"3123434",0.46,1,8884,602
"3123447",0.41,0,1609,340.75
"3123461",0.57,0,3744,1204
"3123509",0.53,0,215,3956.72
"3123521",0.75,0,164,2033.82
"3123536",1,0,383,1204
"3123566",0.29,1,3744,501.94
"3123621",0.58,0,610,2938.46
"3123701",0.72,0,229,1204
"3123716",1,0,229,98.06
"3123731",0.66,1,229,123.92
"3123749",0.37,1,229,1204
"3123759",0.39,0,229,1204
"3123782",0.51,0,44,1475
"3123808",1,1,60,5652.15
"3123824",0.87,1,229,1329.66
"3123824",0.87,1,229,1204
"3123877",0.93,0,4087,1326.49
"3123902",1,0,97,2249.08
"3124001",1,1,229,1204
"3124003",1,0,229,1204
"3124014",0.99,0,30,1204
"3124028",0.89,0,229,1612.76
"3124049",0.58,0,166,1204
"3124070",1,1,1943,1204
"3124248",0.9,0,107,2600
"3124260",0.09,1,43,10.99
"3124271",1,0,79,1511.5
"3124301",1,0,930,1204
"3124362",0.54,1,930,1204
"3124426",0.42,1,930,16.79
"3124448",0.24,0,4423,1827.72
"3124490",0.58,0,309,1676.63
"3124522",0.63,1,3688,35831
"3124574",1,0,141,1204
"3124578",1,1,854,1204
"3124612",1,0,2377,1204
"3124664",1,0,194,1204
"3124696",1,0,3688,137.01
"3124775",0.47,0,481,1233.05
"3124843",0.83,0,240,1204
"3124925",1,0,378,1204
"3124971",0.67,0,202,1204
"3124997",0.54,0,70,1204
"3125007",0.53,1,1210,3204
"3125071",0.94,0,9307,2903.3
"3125122",0.73,0,86,1081.38
"3125171",0.32,1,211,1204
"3125171",0.32,1,211,1204
"3125172",0.67,1,211,1006
"3125178",0.55,1,1323,3204
"3125217",0.3,1,578,58.18
"3125235",1,1,1323,3058.78
"3125280",0.69,1,1323,1204
"3125298",0.81,1,23,602
"3125303",0.78,0,1323,1204
"3125304",0.72,0,1323,1204
"3125304",0.72,0,1323,1204
"3125321",0.58,0,578,839.56
"3125332",0.45,0,164,1204
"3125343",0.35,0,578,232
"3125373",1,1,2928,1637.46
"3125680",1,1,82,3793
"3125776",0.41,0,3095,1729.08
"3125801",1,0,1442,1204
"3125824",0.02,1,30,63.05
"31259",0.52,0,27000,474.22
"3126000",1,0,22,3204
"3126022",1,0,37,75.99
"3126124",0.1,1,657,2870.02
"3126142",1,0,40,602
"3126162",0.32,0,2001,1732.33
"3126172",0.64,1,657,422.64
"3126176",1,0,210,5362.64
"3126240",1,0,16,5391.86
"3126337",0.11,0,1273,1226.5
"3126433",1,0,9307,865.65
"3126455",1,1,905,476.34
"3126480",0.53,1,9307,340.81
"31265",1,1,20,1128.12
"3126545",0.42,0,30,2364.01
"3126583",1,1,51,1204
"3126695",0.78,0,17140,602
"3126800",0.22,0,497,1204
"3126934",0.87,1,1313,1973.86
"3126982",1,0,155,3147.86
"3127007",0.21,0,186,78.16
"3127122",1,0,983,1204
"3127147",0.66,0,542,1204
"3127320",0.47,1,1490,1204
"3127419",1,0,1490,188.52
"3127452",0.81,0,156,1204
"3127486",0.81,0,223,602
"3127517",0.47,0,282,1204
"3127519",0.27,1,3866,28.3
"3127531",0.17,1,3866,1204
"3127545",0.16,0,116,76.11
"3127608",0.31,0,3386,702.9
"3127650",0.34,0,6127,3556.47
"3127700",0.5,1,3386,1204
"3127744",0.16,0,713,9040.2
"3127791",0.91,0,94,1204
"3127800",1,0,458,1204
"3127800",1,0,458,420.59
"3127823",0.58,1,3386,1204
"3127888",1,0,583,1204
"3127957",0.75,0,3744,1204
"3127974",1,0,3744,1204
"3127978",1,1,45,1204
"3127981",0.06,0,583,1204
"3128000",1,0,2715,759
"3128071",1,1,3075,1204
"3128104",1,0,46,700
"3128116",0.28,1,3075,5410.16
"3128118",0.93,1,3075,68.77
"3128134",0.2,1,737,1204
"3128155",0.14,0,353,735.54
"3128172",1,0,120,1503.67
"3128202",0.54,0,120,3172.41
"3128292",0.86,1,400,1204
"3128358",0.95,0,3963,1204
"3128369",0.26,1,134,1375.4
"3128398",0.67,0,3963,602
"3128510",0.96,1,109,1204
"3128830",1,1,56,78.2
"3128867",0.75,0,107,1204
"3128992",1,0,45,1204
"3128994",1,1,2949,1204
"3129026",0.44,0,263,1202
"3129088",1,1,1273,76
"3129088",1,1,1273,1204
"3129106",1,1,2365,1204
"3129120",0.56,0,2949,17169.88
"3129206",0.87,1,988,1204
"3129210",0.29,1,1635,1472.01
"3129256",0.33,0,3430,8065.45
"3129277",0.87,1,1451,52.42
"3129353",0.46,1,1753,1302.32
"3129353",0.46,1,1753,1311.01
"3129366",0.53,1,563,1204
"3129373",0.75,1,43,1000
"3129403",1,0,1064,1204
"3129419",0.24,1,904,1204
"3129447",0.53,1,2257,1204
"3129451",1,0,3341,2027.04
"3129451",1,0,3341,1749.52
"3129456",0.23,1,1753,97.01
"3129458",1,0,56,1204
"3129472",1,1,1753,1204
"3129482",1,0,1594,1204
"3129490",0.9,1,176,413.52
"3129503",0.22,0,1753,1204
"3129527",0.93,1,1753,1204
"3129533",1,1,1753,1204
"3129542",0.96,0,262,76.01
"3129542",0.96,0,262,1603.51
"3129560",0.37,0,10155,182.79
"3129578",0.86,0,118,854.36
"3129592",0.96,0,1060,1204
"3129617",0.45,1,2044,1204
"3129617",0.45,1,2044,775.4
"3129619",0.73,1,4116,90.15
"3129627",0.65,0,2044,1204
"3129637",0.55,0,754,643.9
"3129643",0.52,0,47,3387
"3129656",0.4,1,31,1204
"3129657",0.32,0,1027,4042.1
"3129662",0.26,0,392,1437.78
"3129706",0.95,1,101,1204
"3129718",1,0,12,1000
"3129824",0.4,0,96,3706.74
"3129839",0.41,1,2399,1204
"3129935",0.52,1,37,92.13
"3130083",1,0,4348,1282.9
"3130092",1,0,878,1204
"3130109",1,0,4253,616.15
"3130111",1,1,101,1204
"3130139",1,0,31,1204
"3130144",0.71,1,288,1204
"3130244",0.68,0,2446,522.4
"3130288",0.66,1,4762,584.62
