"VehYear","Area","StateAb","PremTotal","Affiliation","ExposTotal","SumInsAvg","AggClaim"
2009,"grp5","BA",7422.26,1,10.22,27667.93,46
2008,"grp20","SP",22491.5,1,15.04,39058.56,12557
2008,"grp19","PR",12396.6,1,7.16,62304.66,584
2007,"grp30","SP",2573.86,1,1.75,46297.51,3522
2008,"grp12","GO",4575.66,1,5.73,23842.47,97
2003,"grp8","CE",1231.29,1,1.38,17781.09,134
2007,"grp19","PR",42600.03,1,54.55,21514.48,21500
2008,"grp20","SP",50719.97,1,34.93,48471.74,60374
2007,"grp21","RJ",12371.35,1,8.22,22294.81,2586
2010,"grp9","PR",10026.98,1,15.58,36036.76,39812
2008,"grp40","SP",6054,1,7.21,24233.19,66
2007,"grp23","RS",1479.03,1,0.5,99708,184
2008,"grp9","RS",4658.54,1,3.73,34714.4,2562
2010,"grp9","PR",745.85,1,0.56,49838.73,4201
2005,"grp9","PR",8070.65,1,10.49,26763.29,989
2010,"grp26","PA",9232.96,1,8.58,32365.16,1
2003,"grp15","SP",5563.62,1,8.46,16299.27,5427
2006,"grp5","BA",1906.44,1,1.9,38281.41,511
2002,"grp13","SP",1451.04,1,1.59,16283.53,471
2008,"grp20","SP",8299.4,1,3.37,39130.51,239
2004,"grp21","RJ",16103.6,1,15.79,21527.85,21614
2007,"grp21","RJ",64035.79,1,68.04,23049.87,11693
2009,"grp6","SC",5492.27,1,6.87,47150.47,4845
2010,"grp19","PR",2606.27,1,2.01,52145.72,26579
2009,"grp13","SP",57645.47,1,22.04,112853.91,5122
2010,"grp35","GO",27330.36,1,7.2,114730.92,36464
2010,"grp20","SP",3208.8,1,1.29,97213.98,2915
2008,"grp20","SP",48603.89,1,33.35,43093.3,39068
2010,"grp23","RS",2460.54,1,1.25,60410.39,55010
2007,"grp13","SP",1365.49,1,1.12,27389.14,3203
2002,"grp20","SP",1787.82,1,1.1,39770.84,160
2007,"grp5","BA",3816.8,1,0.36,272602.99,463
2008,"grp9","PR",14574.63,1,12.09,54854.31,28551
2010,"grp23","RS",11338.14,1,14.15,34072.89,2371
2010,"grp2","AL",10658.32,1,9.52,36577.17,1810
2004,"grp9","RS",168.88,0,0.18,14219.99,48
2010,"grp35","GO",2702.41,1,2.62,30364.99,1758
2010,"grp16","MA",30819.85,1,15.96,47370.07,7200
2010,"grp30","SP",29347.76,1,14.47,72197.86,2745
2000,"grp30","SP",30942.57,1,54.2,13609.74,1434
2008,"grp22","SC",552.5,1,0.5,36101,1320
2009,"grp29","PI",9089.6,1,11.76,23907.93,2882
2001,"grp30","SP",662.71,1,0.81,16796.49,1
2007,"grp19","PR",19785.23,1,27.13,25881.19,6013
2008,"grp10","ES",1388.32,1,1.06,33234.12,1011
2005,"grp21","RJ",161.54,1,0.12,25914,1844
2011,"grp30","SP",28126.86,1,40.09,39880.78,372
2004,"grp30","SP",40072.83,1,21.71,47099.44,2249
2008,"grp20","SP",15340.35,1,4.52,91617.19,3802
2008,"grp39","MG",809.71,0,0.88,18175.15,4487
2007,"grp5","BA",4325.12,1,5.89,24552.23,253
2007,"grp13","SP",3868.05,1,4.43,36105.99,3926
2009,"grp26","PA",580.38,1,0.23,55644,4591
2010,"grp9","RS",1184.46,1,1.44,46760,3314
2009,"grp23","RS",5287.59,1,5.81,26191.64,26715
2003,"grp20","SP",23368.11,1,25.97,15563.6,17606
2009,"grp13","SP",20020.23,1,8.75,81738.85,184
2009,"grp12","GO",27403.18,1,27.5,23753.63,11317
2008,"grp5","BA",582.57,1,0.52,33023.56,758
2005,"grp23","RS",1217.03,0,0.93,20491.75,420
2007,"grp20","SP",2782.18,1,1.84,44670.42,38864
2008,"grp12","GO",4477.41,1,4.08,38801.97,567
2009,"grp12","GO",73114.86,1,37.51,55283.46,5719
2005,"grp40","SP",2604.1,1,1.32,27584.11,26978
2010,"grp26","PA",6034,1,4.19,57718.49,2001
1998,"grp36","MG",1483.65,1,2.23,14004.11,3965
2004,"grp30","SP",2091.83,1,1.63,21048.64,4521
2008,"grp25","SC",7937.54,1,4.66,87135.64,557
2001,"grp20","SP",9200.72,1,9.55,41115.63,608
1996,"grp15","SP",1720.18,1,2.02,11266.97,67
2010,"grp26","PA",4964.27,1,4.97,31093.13,4880
2010,"grp13","SP",3293.59,1,2.78,54039.92,698
2007,"grp7","DF",285.63,1,0.48,33368.99,2890
2011,"grp36","MG",266.84,1,0.2,51631.2,472
2008,"grp31","RN",6959.36,1,8.89,35091.94,122
2002,"grp6","SC",12305.8,1,25.12,12365.05,134
2002,"grp20","SP",13202.23,1,11.32,24917.42,540
2005,"grp24","MG",32229.26,1,53.49,18258.17,9798
2002,"grp19","PR",7031.56,1,12.44,14780.13,4083
2007,"grp38","MG",2892.77,1,4.73,23198.08,4703
2004,"grp28","PE",5392.96,1,4.61,26642.99,1621
2009,"grp24","MG",11831.43,1,11.68,27054.86,1134
2003,"grp22","SC",2080.12,1,3.42,16106.37,25
2008,"grp28","PE",7126.36,1,5,39340.02,2565
2010,"grp5","BA",1441.33,1,0.5,108300,116
1998,"grp20","SP",5743.31,1,7.53,11343.56,11798
2008,"grp28","PE",38727.38,1,24.07,51957.62,557
2006,"grp30","SP",294.74,1,0.9,4355.13,36
2009,"grp18","MS",44.26,1,0.09,46731.36,1
2008,"grp11","PR",5243.13,1,6.36,17779.5,5184
2006,"grp5","BA",16516.38,1,17.33,29599.29,249
2008,"grp20","SP",1999.38,0,1.09,52011.92,129332
2007,"grp5","BA",17818.65,1,18.19,23730.94,1007
2009,"grp35","GO",689.87,1,0.5,48103.37,2795
2000,"grp23","RS",1202.11,1,1.34,17326.87,1
2005,"grp8","CE",6927.39,1,2.93,51183.14,447
2010,"grp15","SP",8353.22,1,4.41,60746.08,1118
2011,"grp7","DF",8218.3,1,9.59,22405.65,4719
2008,"grp19","PR",158.85,1,0.46,3879.99,261
2010,"grp5","BA",36167.13,1,34.19,34487.94,3010
2011,"grp29","PI",5203.98,1,6.18,29758.14,1052
2009,"grp21","RJ",13010.38,1,3.58,92510.79,618
1999,"grp20","SP",8414.64,1,4.06,27469.36,303
2009,"grp11","PR",1855.77,1,2.27,34648.5,5923
2008,"grp9","RS",5424.54,0,5.47,21109.47,41232
2009,"grp19","PR",25723.5,1,39.6,28768.76,12442
2003,"grp19","PR",3400.99,1,4.49,29682.94,67
2011,"grp23","RS",2571.23,1,0.81,53868.54,1
2006,"grp19","PR",620.77,1,0.43,19069,3241
2002,"grp38","MG",900.65,1,0.36,48616.99,13434
2008,"grp21","RJ",285.93,0,0.29,30874,586
2008,"grp20","SP",32161.25,1,14.87,22383.39,20172
2007,"grp40","SP",8991.03,1,10.81,37441.17,72
2005,"grp30","SP",703.9,1,0.7,24034.92,23717
2007,"grp9","RS",3243.49,1,7.35,18075.05,1389
2010,"grp2","AL",4239.72,1,5.28,26298.53,3499
2001,"grp20","SP",6633.56,1,6.06,17830.02,18380
2004,"grp12","GO",10059.01,1,8.31,23921.03,1743
2001,"grp10","ES",359.65,1,0.5,14852.48,36
2003,"grp21","RJ",31840.87,1,28.06,24567.72,335
2007,"grp19","PR",4921.74,1,8.34,21933.29,2214
1998,"grp22","SC",1092.96,1,1.1,11838.51,1
2001,"grp20","SP",1935.25,1,1.62,15727.16,15716
2011,"grp20","SP",14993.89,1,9.71,38259.66,8577
2005,"grp20","SP",8444.23,1,5.04,18385.85,57
1998,"grp6","SC",503.73,1,0.5,14284.99,4225
2008,"grp12","GO",2204.39,1,1.61,47254,67
2010,"grp12","GO",5905.28,1,1.19,115253.23,6198
2011,"grp24","MG",45541.69,1,43.99,26635.28,66419
2010,"grp28","PE",2579.01,1,0.5,59821.99,67
2001,"grp24","MG",21493.22,1,36.78,15696.04,5537
2010,"grp30","SP",6092.02,1,1.26,81484.17,14459
2008,"grp8","CE",11340.02,1,14.79,26111.6,17779
2009,"grp21","RJ",837.81,1,0.66,21881.76,2579
2010,"grp2","AL",1362.51,1,0.5,39239.57,4115
2008,"grp21","RJ",2947.75,1,1.78,31566.69,29808
2005,"grp21","RJ",5157.39,1,0.93,132792.45,134
2005,"grp34","SE",2312.43,1,2.59,22940.62,245
2011,"grp9","RS",2232.38,1,1.98,45416.83,6197
1996,"grp19","PR",3784.08,1,5.06,12409.38,1177
2009,"grp20","SP",32865.92,1,16.32,61455.62,3555
2011,"grp23","RS",605.05,0,0.53,25479.83,7843
2003,"grp15","SP",4010.71,1,3.72,14042.94,36
2005,"grp9","RS",4306.15,1,10.36,17555.4,12236
2009,"grp15","SP",1285.17,1,1.01,42755.85,450
2003,"grp20","SP",1758.02,1,2.15,23218.67,79
2006,"grp13","SP",8232.92,1,9.19,34527.52,1713
2005,"grp12","GO",6195.3,1,4.56,24821.62,7868
2003,"grp9","PR",6385.27,1,9.12,21683.81,349
2008,"grp13","SP",3436.61,1,2.92,28684.04,201
2009,"grp40","SP",5770.29,1,6.08,28693.21,1
1999,"grp10","ES",559.39,1,0.53,13408.24,67
2010,"grp10","ES",15200.78,1,19.94,27162.91,6413
2005,"grp10","ES",1942.45,1,1.44,30200.29,832
2010,"grp19","PR",21358.24,1,26.49,38878.37,10385
2005,"grp24","MG",14477.23,1,14.25,26530.81,46917
2009,"grp21","RJ",5956.21,1,3.84,32187.21,14717
2007,"grp20","SP",10826.6,1,6.03,36611.78,623
2009,"grp40","SP",13288.49,1,10.32,62599.77,2145
2007,"grp13","SP",356.33,1,0.48,37027.66,57
2008,"grp7","DF",29718.28,1,37.72,22051.62,7967
2008,"grp30","SP",1545.35,1,1.69,28265.8,4479
2003,"grp24","MG",2099.18,1,4.14,16002.56,3167
2010,"grp24","MG",1322.68,1,0.5,57353.99,463
2007,"grp21","RJ",112218.27,1,88.53,27994.12,40106
2008,"grp23","RS",107335.95,1,131.84,25630.76,64333
2005,"grp20","SP",127898.68,1,176.02,17225.04,53846
2007,"grp12","GO",17461.22,1,21.87,23558.13,4515
2008,"grp20","SP",9456.99,1,8.45,24764.95,7479
2008,"grp21","RJ",12429,1,5.01,100474.6,453
2005,"grp20","SP",2182.36,1,0.5,129734.99,544
2009,"grp25","SC",3353.98,1,4.25,35737.45,1104
2011,"grp20","SP",10694.09,1,6.35,32031.68,1074
2006,"grp12","GO",9236.15,1,7.9,33125.5,4426
2009,"grp9","PR",7312.71,1,11.14,32383.89,9383
2005,"grp23","RS",1495.05,1,1.81,30649.19,3171
2002,"grp30","SP",4610.96,1,4.72,25584.84,1
2011,"grp2","AL",5214.53,1,5.48,35431.09,2395
2002,"grp6","SC",1781.33,1,4.07,14052.84,8356
1999,"grp21","RJ",15435.33,1,16.73,21661.95,4373
2002,"grp30","SP",4865.33,1,6.75,21484.12,760
2009,"grp20","SP",10730.97,1,6.9,58805.54,270
2007,"grp7","DF",668.12,1,1.43,19576.22,449
2008,"grp21","RJ",43342.78,1,13.91,88192.14,607
2008,"grp23","RS",2584.75,1,1.74,33433.47,1739
2004,"grp7","DF",9435.05,1,13.13,20908.32,1485
2011,"grp16","MA",2153.99,1,1.45,36193.65,1095
2002,"grp20","SP",822.26,1,1.93,7645.77,67
2003,"grp6","SC",697.93,0,1.19,14279.31,13589
2011,"grp10","ES",34120.64,1,19.98,36163.26,6217
2007,"grp10","ES",1473,1,0.5,89689.99,10772
2008,"grp40","SP",1032.65,1,1.72,22480.96,68
2008,"grp25","SC",10458.81,1,7.96,54498.64,54345
2006,"grp30","SP",2916.69,1,4.34,19596.75,3760
2007,"grp30","SP",10895.21,1,23.64,19706.18,5526
2008,"grp13","SP",11333.61,1,12.94,39961.9,692
2006,"grp38","MG",1527.93,1,1.63,31211.6,36
2000,"grp20","SP",1665.33,1,0.5,25160.64,79
2007,"grp13","SP",6598.17,1,5.63,38143.32,79
2009,"grp1","AC",3183.24,1,1.72,58196.9,606
2006,"grp31","RN",2237.89,1,2.64,24695.13,463
2009,"grp12","GO",38690.16,1,18.15,61131.93,15610
2005,"grp28","PE",133.28,1,0.04,60959.99,1
2009,"grp15","SP",1363.01,1,1.52,23517.02,1
2001,"grp20","SP",1620.29,1,2.1,10553.6,128
2006,"grp17","MT",1143.62,1,1.66,23246.47,134
2010,"grp8","CE",3843.37,1,3.63,33190.47,4079
2008,"grp30","SP",11060.92,1,12.03,34957.31,2417
2010,"grp8","CE",3743.57,1,2.46,37605.9,2688
2009,"grp21","RJ",3772.46,1,2.4,22148.92,146
2008,"grp17","MT",2972.19,1,0.5,147345.08,11924
2006,"grp13","SP",1006.52,1,0.93,33136.34,4485
2005,"grp28","PE",7972.54,1,12.72,22282.53,2878
2010,"grp39","MG",662.68,1,0.62,26450.65,1860
2002,"grp18","MS",1342.79,1,1,33777.49,72
2007,"grp20","SP",6825.33,1,7.15,37325.18,370
2007,"grp9","PR",2644.94,1,2.9,33920.91,801
2009,"grp5","BA",16080.02,1,17.65,22431.47,4794
2007,"grp21","RJ",2488.66,1,1.01,81946.07,80
2003,"grp12","GO",695.07,1,1.01,19244.64,447
2009,"grp20","SP",10565.92,1,3.97,85591.99,73
2003,"grp9","RS",6298.38,1,15.71,12938.44,988
2003,"grp20","SP",1728.58,1,0.99,38241.28,80
2006,"grp19","PR",11441.9,1,23.32,19588.47,120
2005,"grp30","SP",16824.75,1,18.93,31615.5,22737
2009,"grp20","SP",6989.5,1,4.95,39611.27,72
2008,"grp19","PR",1913.33,1,1.76,44919.46,9039
2008,"grp21","RJ",15915.23,1,8.41,53505.64,241
2001,"grp22","SC",731.7,1,0.77,22786.6,21689
2011,"grp28","PE",2520.94,1,1.82,44889.81,896
2008,"grp9","RS",458.52,1,0.5,40693.87,443
2010,"grp27","PB",2132.37,1,1.32,39803.93,2775
2000,"grp19","PR",6015.56,1,8.57,14543.02,3756
2010,"grp31","RN",6655.7,1,5.42,54872.75,36
2005,"grp21","RJ",15506.64,1,10.88,28022.08,6960
2009,"grp5","BA",1640.24,1,1.25,49689.82,2209
2010,"grp34","SE",11506.33,1,6.08,52940.36,1077
2006,"grp10","ES",795.58,1,1.01,30407.35,2944
2006,"grp13","SP",33305.18,1,48.61,20084.63,6161
2005,"grp24","MG",15620.11,1,24.22,15180.24,4326
2001,"grp40","SP",14707.49,1,19.53,17724.62,3130
2003,"grp7","DF",1070.31,1,1,16115.99,3513
2008,"grp18","MS",4150.65,1,3.68,41271.02,36
2006,"grp13","SP",27042.65,1,33.01,22771.39,1132
2006,"grp20","SP",19509.6,1,13.51,23823.43,1179
2003,"grp12","GO",1445.45,1,2.09,18441.66,36
2009,"grp24","MG",26447.52,1,33.65,28058.77,1559
2007,"grp40","SP",8614.31,1,11.72,23723.41,2218
2005,"grp2","AL",450.72,1,0.36,21006.19,232
2008,"grp21","RJ",1999.16,0,1.75,47385.75,17977
2006,"grp19","PR",5642.2,1,9.11,19176.6,70
1997,"grp40","SP",2368.32,1,3,13359.51,36
2006,"grp20","SP",66274.64,1,61.31,24895.12,998
2001,"grp20","SP",11627.73,1,10.81,17892.09,105
2001,"grp22","SC",1475.73,1,3.47,11943.63,134
2009,"grp5","BA",2141.49,1,0.58,103771.54,67
2008,"grp27","PB",23440.35,1,33.12,25213.49,24775
2009,"grp9","PR",811.58,0,0.43,48374,3103
2010,"grp13","SP",12429.36,1,8.67,41613.05,46499
2010,"grp40","SP",20462.93,1,20.42,35740.34,7613
2010,"grp30","SP",4622.25,1,5.32,34972.64,11862
2010,"grp26","PA",971.84,1,1,11660.5,649
1989,"grp20","SP",1625,1,1.96,7640.9,67
2005,"grp38","MG",2398.66,1,5.24,19828.63,36
2003,"grp5","BA",2314.75,1,2.46,16962.5,23715
2007,"grp9","RS",11185.42,1,12.53,35459.09,4205
2011,"grp40","SP",28588.37,1,23.04,45279.17,3235
2003,"grp20","SP",7810.27,1,2.66,51133.1,146
2002,"grp20","SP",1251.9,1,0.99,34641.94,67
1995,"grp13","SP",995.45,1,1.51,11600.29,67
2009,"grp16","MA",4899.02,1,3.1,60585.86,883
1995,"grp23","RS",2417.77,1,3.07,6891.89,67
2004,"grp40","SP",5923.45,1,6.6,25682.34,36
2000,"grp20","SP",5366.63,1,7.03,12677.75,958
2007,"grp20","SP",15673.11,1,8.23,31968.2,1
2002,"grp24","MG",13378.73,1,20.71,14687.23,17535
2007,"grp20","SP",86737.29,1,50.9,30564.66,47396
2009,"grp26","PA",2798.09,1,3.32,28351.46,596
2007,"grp30","SP",7846.05,1,4.22,43841.59,756
2011,"grp12","GO",4418.71,1,2.85,41535.98,1302
2001,"grp13","SP",680.52,1,0.79,15324.65,103
2000,"grp30","SP",670.26,1,1.05,13437.86,761
2006,"grp20","SP",490.79,1,0.38,25351,68
2010,"grp20","SP",12117.18,1,9.23,51492.33,6174
2009,"grp5","BA",2168.29,1,2.52,33904.62,471
2011,"grp20","SP",834634.82,1,683.53,39659.47,98097
2010,"grp23","RS",27438.6,1,28.28,32048.14,1401
2010,"grp28","PE",27.1,0,0.16,45190,3691
2000,"grp19","PR",776.76,1,0.5,46270.27,67
2008,"grp13","SP",14392.44,1,6.08,75399.8,209
1999,"grp21","RJ",6992.81,1,6.32,16418.39,195
2003,"grp17","MT",1861.68,1,2.38,20972.53,576
2007,"grp23","RS",34275.93,1,45.88,19876.9,20758
1995,"grp20","SP",5031.29,1,8.29,6343.44,451
2007,"grp20","SP",791.31,1,0.49,28106.99,995
2004,"grp21","RJ",1049.7,1,1,14253.99,201
2010,"grp20","SP",10506.47,1,3.7,134240.37,36
2005,"grp20","SP",29601.31,1,20.84,25522.47,4688
2007,"grp14","RJ",771.65,1,0.5,21233.91,134
1996,"grp20","SP",592.72,1,1,9910,67
2004,"grp11","PR",368.89,0,0.5,63981.17,956
2001,"grp20","SP",5479.25,1,4.19,26516.6,117
2008,"grp28","PE",3983,1,2.94,47658.16,25
2007,"grp40","SP",12177.48,1,17.85,22960.21,6230
1998,"grp40","SP",1231.53,1,0.87,18421.61,36
2010,"grp10","ES",22178.72,1,15.29,65054.42,73840
2005,"grp10","ES",14328.18,1,20.17,22963.28,23956
2002,"grp30","SP",22486.72,1,38.92,17344.12,23157
2008,"grp20","SP",8156.19,1,4.72,42265.51,139
2007,"grp8","CE",3513.36,1,4.34,28203.18,5783
2007,"grp29","PI",778.9,1,0.64,30270.85,280
2001,"grp20","SP",1458.62,1,1.17,32718.6,80
2007,"grp24","MG",21189.54,1,15.11,39632.78,10891
2010,"grp7","DF",7995.72,1,8.42,28685.22,67
2009,"grp24","MG",1818.62,1,1.18,47778.24,1738
2009,"grp20","SP",14302.28,1,14.56,24005.91,4989
2009,"grp10","ES",5628.76,1,3.82,52599.89,2240
2009,"grp6","SC",2195.33,1,1.12,51739.18,20074
2006,"grp9","RS",13024.6,1,17.81,39361.07,2390
2011,"grp9","PR",259.1,1,0.33,30809.99,2412
2008,"grp28","PE",25747.44,1,8.61,94957.97,648
2009,"grp8","CE",57378.1,1,88.78,23952.96,41380
2009,"grp5","BA",16487.03,1,19.69,31523.68,16174
2010,"grp19","PR",10938.51,1,8.04,52954.51,1013
2009,"grp12","GO",3554.82,1,2.13,54049.2,1627
2008,"grp22","SC",13496.18,1,17.67,36759.55,942
2010,"grp24","MG",51649.99,1,30.47,67023.36,14275
2007,"grp1","AC",276.41,1,0.22,43768.99,40056
2003,"grp30","SP",6007.82,1,10.53,22615.8,67
2001,"grp30","SP",11257.38,1,24.32,14351.76,1760
2008,"grp13","SP",9474.92,1,7.83,34900.13,452
2010,"grp5","BA",74171.74,1,83.59,29776.45,37928
2009,"grp30","SP",39114.75,1,65.33,24209.39,36014
2003,"grp7","DF",9327.63,1,11.87,24188.55,4846
2008,"grp13","SP",11533.08,1,12.87,36568.64,1
2006,"grp24","MG",26163.35,1,36.66,29308.25,13931
2008,"grp20","SP",22980.19,1,24.4,24301.19,4486
2005,"grp7","DF",6999.62,1,4.15,62937.39,18274
2009,"grp18","MS",5233.6,1,5.87,39513.15,60
2004,"grp36","MG",7200.03,1,15.19,16776.91,2359
2006,"grp12","GO",63402.5,1,72.86,20241.11,20982
2003,"grp9","PR",4857.99,1,9.8,17900.23,788
2010,"grp40","SP",14731.15,1,15.59,31401.28,42348
2006,"grp2","AL",3321.13,1,2.27,22345.64,567
2008,"grp15","SP",11836.74,1,16.31,24401.41,7204
2010,"grp26","PA",981.24,1,1.11,34562.31,3592
2009,"grp22","SC",2217.85,1,1.55,63061.76,67
2007,"grp19","PR",2871.92,1,5.41,24139.27,1
2008,"grp20","SP",3424.22,0,4.09,24099.05,295220
2007,"grp28","PE",983.28,1,0.33,47413.75,47607
2008,"grp10","ES",17685.68,1,25.17,27215.02,10024
2003,"grp40","SP",2328.9,1,2.92,15448.5,1624
2010,"grp7","DF",100282.62,1,70.06,63270.79,11691
2008,"grp16","MA",10789.69,1,9.66,31132.62,14778
2011,"grp12","GO",722.92,1,0.5,36300,4651
2005,"grp20","SP",13837.59,1,5.76,44724.03,136
2010,"grp26","PA",3504.36,1,1.74,71617.53,11017
2010,"grp27","PB",7447.33,1,5.09,55821.2,3765
2004,"grp21","RJ",3033.9,1,2.56,15436.19,29569
2003,"grp7","DF",11783.34,1,17.07,20706.24,1538
1999,"grp28","PE",1033.97,1,2.14,18740.52,9142
2008,"grp19","PR",5226.71,1,3.83,45895.45,1897
2003,"grp14","RJ",8621.8,1,12.8,14806.2,237
2009,"grp30","SP",6736.81,1,8.61,19692.28,23805
2006,"grp20","SP",61927.43,1,54.67,24870.94,8819
2007,"grp20","SP",1794.09,1,1.14,35411.99,36
2009,"grp29","PI",10091.78,1,12.1,31209.9,3852
2006,"grp16","MA",7205.18,1,1.77,81888.06,1711
2002,"grp24","MG",8285.64,1,8.49,21648.62,2232
2009,"grp19","PR",22893.44,1,19.98,48351.93,2377
2008,"grp24","MG",4598.71,1,3.28,36205.72,2
2010,"grp34","SE",11014.67,1,20.1,25724.05,221
2001,"grp15","SP",96.07,1,0.17,16117.99,15265
2004,"grp30","SP",66780.73,1,122.5,18009.09,36874
2007,"grp27","PB",583.24,1,0.5,44609.4,118
2005,"grp39","MG",3441.08,1,1.65,28480.01,120
2008,"grp13","SP",11027.11,1,8.39,33695.67,34708
2005,"grp5","BA",2349.24,1,2.21,30048.09,48
1998,"grp21","RJ",3935.15,1,3.63,12783.67,326
2003,"grp23","RS",1665.55,1,1,47446,6571
2008,"grp35","GO",3374.19,1,0.96,70513.56,1
2011,"grp35","GO",2390.92,1,2.41,27986.15,539
2001,"grp30","SP",1914.06,1,2.76,17098.64,1163
2006,"grp30","SP",9752.14,1,12.31,27210.11,11940
2006,"grp40","SP",3649.43,1,4.7,32262.44,292
2005,"grp30","SP",4481.3,1,4.97,18073.92,496
2010,"grp26","PA",13382.64,1,13.53,32889.64,443
2004,"grp20","SP",111580.52,1,131.61,18500.96,44076
2001,"grp30","SP",3304.96,1,4.56,18002.22,554
2005,"grp24","MG",13183.53,1,14.93,24950.86,3163
2005,"grp38","MG",27880.85,1,45.64,17659.39,18671
2002,"grp20","SP",1268.83,1,0.25,92789.37,116
2000,"grp20","SP",777.32,1,0.72,11865.94,11625
2003,"grp20","SP",1344.53,1,1.1,12832.51,37
1996,"grp14","RJ",302.95,1,0.5,8860.1,201
2008,"grp13","SP",2982.52,1,2.07,35733.88,36
2007,"grp5","BA",7610.37,1,4.66,46924.26,442
2008,"grp5","BA",76463.55,1,80.62,27396.24,13398
2010,"grp8","CE",20557.84,1,15.23,40106.65,11141
2009,"grp6","SC",21047.1,1,11.61,71469.01,36146
2007,"grp5","BA",2779.57,1,0.95,39796.9,46071
2009,"grp7","DF",6573.84,1,6.31,30510.52,1355
2010,"grp10","ES",6039.38,1,2.15,90493.57,30
1998,"grp19","PR",318.72,0,0.39,20137.61,507
2008,"grp20","SP",2288.18,1,0.5,61879.67,420
2008,"grp20","SP",3999.36,1,3.95,32191.73,67
2006,"grp20","SP",2132.5,1,1.53,31440.42,3834
2010,"grp23","RS",36827.91,1,44.43,31108.98,71577
2001,"grp31","RN",513.29,0,0.5,15113.72,565
2007,"grp9","PR",392.13,1,0.31,91654,4801
2008,"grp14","RJ",4069.65,1,0.94,53684.8,1
2008,"grp34","SE",1385.25,1,0.85,38898.5,2250
2006,"grp21","RJ",14926.03,1,11.12,27283.1,443
2010,"grp37","TO",6578.65,1,6.69,24592.88,5243
2008,"grp20","SP",39429.59,1,33.96,41096.58,37869
2008,"grp10","ES",5806.47,1,3.5,55404.12,2680
2005,"grp20","SP",49270.83,1,69.67,17897.55,7153
2009,"grp5","BA",5177.68,1,7.16,23194.5,103
1996,"grp20","SP",3893.85,1,4.86,10744.83,10557
2004,"grp28","PE",1506.32,1,0.58,31811.9,1
2010,"grp19","PR",63924.59,1,80.99,32473.82,9795
2010,"grp23","RS",4086.71,1,2.82,41521.77,3824
2001,"grp20","SP",9227.28,1,9.86,15116.64,1157
2008,"grp20","SP",138678.32,1,153.56,25807.89,101100
2006,"grp19","PR",2749.32,1,4.82,22473.48,824
2010,"grp17","MT",1143.21,1,1,38514,2855
1990,"grp13","SP",4.37,1,0.08,0,140
2007,"grp7","DF",3040.91,1,4.59,24027.1,2058
2000,"grp20","SP",5751.27,1,3.16,17222.75,117
2003,"grp19","PR",6494.05,1,6.93,21944.13,2185
1999,"grp23","RS",7309.48,1,8.74,14077.07,6552
2010,"grp29","PI",7747.52,1,2.89,72041.32,493
2008,"grp36","MG",23711.4,1,43.47,21647.84,17070
2008,"grp9","PR",21230.85,1,17.27,47904.9,1981
1994,"grp30","SP",2511.79,0,1.29,59872.81,11712
2010,"grp20","SP",35104.38,1,8.5,133958.13,59300
2002,"grp20","SP",85236.3,1,113.54,16005.88,48470
2008,"grp9","RS",18580.12,1,33.01,32929.23,8141
2009,"grp5","BA",159029.33,1,235.36,24407.63,39015
2003,"grp20","SP",36776.13,1,43.91,19730.57,40705
2008,"grp17","MT",576.12,1,0.83,9200.43,2029
2009,"grp2","AL",2784.84,1,3.49,27342.95,379
2008,"grp20","SP",1679.76,1,1.24,6040.8,286
2007,"grp31","RN",1379.15,1,0.51,70744.64,80
2006,"grp19","PR",10794.96,1,18.06,17937.11,1699
2010,"grp19","PR",22279.69,1,29.39,40670.58,29654
2011,"grp26","PA",4336.05,1,2.73,36373.73,3614
2006,"grp7","DF",21154.64,1,30.58,20068.03,6337
2010,"grp2","AL",5103.04,1,2.93,50778.16,1157
2009,"grp28","PE",27196.06,1,27.16,37207.5,3320
2004,"grp19","PR",6400.9,1,5.07,35386.79,2174
2010,"grp20","SP",28574.71,1,29.84,25634.25,9127
2009,"grp36","MG",1427.53,1,2.27,39067.14,1624
1998,"grp15","SP",379.99,1,0.5,11204.26,173
2010,"grp26","PA",6524.2,1,6.62,28627.6,6525
2004,"grp17","MT",24303.1,1,18.81,29864.94,39801
2008,"grp11","PR",1647.59,1,3.74,21158.58,1
2002,"grp20","SP",5850.18,1,5.96,19403.53,710
2009,"grp9","PR",1272.2,1,2.01,36771.17,2624
2007,"grp20","SP",13989.01,1,9.61,40526.9,385
2008,"grp7","DF",5800.34,1,7.77,40642.18,447
2006,"grp19","PR",17639.68,1,25.48,26103.73,395
2010,"grp9","RS",16761.13,1,26.36,28598.65,4904
2010,"grp18","MS",3712.66,1,3.96,28222.19,1024
2005,"grp7","DF",9203.26,1,12.51,24516.48,2559
2010,"grp20","SP",51053.35,1,38.96,26729.03,26947
2000,"grp20","SP",2691.22,1,3.48,13373.5,72
2007,"grp35","GO",1797.64,1,2.01,30936.1,7310
2009,"grp28","PE",4648.26,1,1,54493.99,853
2002,"grp20","SP",8491.65,1,7.23,22435.59,498
2007,"grp30","SP",2742.94,1,2.93,27060.55,4560
2011,"grp28","PE",3030.24,1,2.34,27876.53,27015
2001,"grp36","MG",760.91,1,1.51,15098.3,7632
2010,"grp40","SP",383.58,1,0.5,41740.99,67
2005,"grp19","PR",3073.39,1,5.16,22723.6,2574
